day_number,collision_date,num_collisions,weather_date,temperature,dew_point,sea_level_pressure,visibility,wind_speed,max_sustained_wind_speed,max_wind_gust,max_temperature,min_temperature,total_precipitation,snow_depth,fog_occurred
3,2015-02-11,610,2015-02-11,28.3,12.2,1017.2,10.0,7.8,15.9,24.1,39.9,21.9,0.01,7.9,0
3,2015-01-28,458,2015-01-28,23.6,3.8,1014.8,10.0,7.7,12.0,21.0,34.0,16.0,0.36,7.9,0
3,2015-02-18,626,2015-02-18,24.9,10.3,1011.2,9.6,2.9,7.0,999.9,33.1,14.0,0.03,11.8,0
6,2015-03-07,578,2015-03-07,26.1,8.7,1024.0,9.8,5.8,11.1,21.0,37.9,12.0,0.0,18.9,0
7,2015-03-08,464,2015-03-08,41.4,21.3,1017.6,9.8,4.0,11.1,19.0,48.9,37.0,0.0,18.1,0
5,2015-03-13,609,2015-03-13,37.6,4.8,1035.4,10.0,5.6,8.9,15.9,46.9,30.9,0.0,3.9,0
3,2015-02-25,628,2015-02-25,27.6,9.5,1010.4,10.0,5.8,9.9,21.0,37.0,19.9,0.0,11.8,0
7,2016-12-18,521,2016-12-18,45.5,41.8,1012.5,6.1,5.2,15.9,27.0,57.9,24.1,0.57,2.0,1
6,2016-01-30,596,2016-01-30,32.8,15.8,1014.6,10.0,6.0,11.1,22.0,41.0,28.0,0.0,5.9,0
1,2016-01-25,658,2016-01-25,32.7,16.2,1022.9,9.6,2.9,6.0,999.9,39.0,19.9,0.0,22.0,0
1,2020-01-20,390,2020-01-20,26.5,5.6,1021.1,10.0,7.3,11.1,25.1,43.0,19.9,0.0,1.2,0
6,2020-12-19,251,2020-12-19,26.2,14.0,1028.5,10.0,2.7,8,999.9,32.0,19.9,0.0,7.9,0
3,2020-12-23,360,2020-12-23,40.5,22.5,1025.6,10.0,4.8,8.9,17.1,46.0,36.0,0.0,3.1,0
2,2020-12-22,320,2020-12-22,41.3,30.4,1008.1,7.1,5.4,11.1,21.0,46.0,37.0,0.0,5.1,1
7,2015-02-01,361,2015-02-01,27.6,11.4,1021.9,9.9,3.5,8.9,15.9,36.0,19.9,0.0,7.1,0
2,2015-03-03,631,2015-03-03,28.2,11.9,1027.7,8.5,4.7,14.0,20.0,39.0,21.9,0.0,15.0,0
5,2015-01-30,622,2015-01-30,34.2,23.0,1012.6,7.8,6.7,15.0,29.9,37.9,19.0,0.07,5.9,0
1,2015-02-16,402,2015-02-16,9.8,-11.8,1020.5,10.0,8.5,17.1,32.1,25.0,3.0,0.0,9.1,0
4,2015-01-29,519,2015-01-29,26.6,6.5,1024.2,10.0,3.1,6.0,999.9,34.0,16.0,0.0,7.9,0
6,2015-01-31,526,2015-01-31,19.6,-0.2,1018.5,10.0,11.8,17.1,34.0,37.9,12.9,0.01,7.1,0
5,2012-11-09,688,2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36.0,0.17,3.9,0
4,2020-12-24,315,2020-12-24,50.9,42.6,1022.1,9.7,6.1,12,24.1,57.9,36.0,0.0,2.0,1
1,2020-12-21,268,2020-12-21,40.5,33.3,1011.1,6.8,2.1,7,999.9,46.0,30.9,0.01,5.9,0
7,2020-12-20,194,2020-12-20,34.2,22.3,1022.7,8.9,2.5,8.9,15.0,39.9,19.9,0.0,7.1,1
5,2020-12-18,278,2020-12-18,27.5,16.2,1023.2,10.0,5.9,8.9,999.9,33.1,24.1,0.09,9.1,0
3,2019-12-04,552,2019-12-04,35.3,27.1,1001.0,9.0,4.7,9.9,15.0,39.0,30.0,0.02,1.2,0
6,2019-03-02,642,2019-03-02,34.7,29.0,1018.2,6.5,999.9,999.9,999.9,41.0,26.1,0.5,1.2,1
5,2019-03-08,652,2019-03-08,30.5,11.1,1027.9,10.0,999.9,999.9,999.9,39.0,18.0,0.0,1.2,0
7,2014-01-26,465,2014-01-26,21.4,5.3,1006.0,9.8,6.9,14.0,22.9,28.0,17.1,0.04,3.9,0
7,2014-01-05,320,2014-01-05,30.3,21.9,1025.6,6.4,3.8,7.0,15.0,36.0,27.0,0.0,5.9,1
1,2014-02-10,678,2014-02-10,25.1,12.4,1019.4,7.6,5.4,9.9,19.0,30.9,21.0,0.1,7.9,1
